,Model,Compressor,error_bound,epochs,miou,class,iou,run
166,unet,sz3,1E-6,10,0.4136907560976903,pole,0.06953428476714238,0
167,unet,sz3,1E-6,10,0.4136907560976903,traffic light,0.1596272945377448,0
168,unet,sz3,1E-6,10,0.4136907560976903,traffic sign,0.24190685787306546,0
169,unet,sz3,1E-6,10,0.4136907560976903,vegetation,0.7967198433766356,0
170,unet,sz3,1E-6,10,0.4136907560976903,terrain,0.43224320858108894,0
171,unet,sz3,1E-6,10,0.4136907560976903,sky,0.8175718725479952,0
172,unet,sz3,1E-6,10,0.4136907560976903,person,0.4160961215791402,0
173,unet,sz3,1E-6,10,0.4136907560976903,rider,0.08659711532979876,0
174,unet,sz3,1E-6,10,0.4136907560976903,car,0.7928818517360243,0
175,unet,sz3,1E-6,10,0.4136907560976903,truck,0.389225730016029,0
176,unet,sz3,1E-6,10,0.4136907560976903,bus,0.301222435282838,0
177,unet,sz3,1E-6,10,0.4136907560976903,train,0.2324659523529181,0
178,unet,sz3,1E-6,10,0.4136907560976903,motorcycle,0.03878383388950686,0
179,unet,sz3,1E-6,10,0.4136907560976903,bicycle,0.37957815020732505,0
180,unet,sz3,1E-6,10,0.45083940999528443,unlabeled,0.4852670779822698,1
181,unet,sz3,1E-6,10,0.45083940999528443,road,0.8991136272901183,1
182,unet,sz3,1E-6,10,0.45083940999528443,sidewalk,0.5809500952890163,1
183,unet,sz3,1E-6,10,0.45083940999528443,building,0.7718449969532406,1
184,unet,sz3,1E-6,10,0.45083940999528443,wall,0.275126025254962,1
185,unet,sz3,1E-6,10,0.45083940999528443,fence,0.24661215357468255,1
186,unet,sz3,1E-6,10,0.45083940999528443,pole,0.1241069499891994,1
187,unet,sz3,1E-6,10,0.45083940999528443,traffic light,0.15627993295019157,1
188,unet,sz3,1E-6,10,0.45083940999528443,traffic sign,0.255754544962178,1
189,unet,sz3,1E-6,10,0.45083940999528443,vegetation,0.8076304801892397,1
190,unet,sz3,1E-6,10,0.45083940999528443,terrain,0.43410057270389346,1
191,unet,sz3,1E-6,10,0.45083940999528443,sky,0.8231126001151652,1
192,unet,sz3,1E-6,10,0.45083940999528443,person,0.4557262779467917,1
193,unet,sz3,1E-6,10,0.45083940999528443,rider,0.22024330900243308,1
194,unet,sz3,1E-6,10,0.45083940999528443,car,0.7968881194546635,1
195,unet,sz3,1E-6,10,0.45083940999528443,truck,0.37408304842832013,1
196,unet,sz3,1E-6,10,0.45083940999528443,bus,0.5022229342732407,1
197,unet,sz3,1E-6,10,0.45083940999528443,train,0.3222621666577239,1
198,unet,sz3,1E-6,10,0.45083940999528443,motorcycle,0.12793244911777593,1
199,unet,sz3,1E-6,10,0.45083940999528443,bicycle,0.35753083777058303,1
200,unet,sz3,1E-6,10,0.45147195187824984,unlabeled,0.4830273441029838,4
201,unet,sz3,1E-6,10,0.45147195187824984,road,0.9006514854796503,4
202,unet,sz3,1E-6,10,0.45147195187824984,sidewalk,0.5707237677134196,4
203,unet,sz3,1E-6,10,0.45147195187824984,building,0.7731934285051943,4
204,unet,sz3,1E-6,10,0.45147195187824984,wall,0.1818094244200048,4
205,unet,sz3,1E-6,10,0.45147195187824984,fence,0.18443872657640079,4
206,unet,sz3,1E-6,10,0.45147195187824984,pole,0.12377393365881101,4
207,unet,sz3,1E-6,10,0.45147195187824984,traffic light,0.18537820998078378,4
208,unet,sz3,1E-6,10,0.45147195187824984,traffic sign,0.3118610974399522,4
209,unet,sz3,1E-6,10,0.45147195187824984,vegetation,0.8083499440493555,4
210,unet,sz3,1E-6,10,0.45147195187824984,terrain,0.4420656233601877,4
211,unet,sz3,1E-6,10,0.45147195187824984,sky,0.829533274279728,4
212,unet,sz3,1E-6,10,0.45147195187824984,person,0.4519907281663572,4
213,unet,sz3,1E-6,10,0.45147195187824984,rider,0.24568327577701035,4
214,unet,sz3,1E-6,10,0.45147195187824984,car,0.7963388856669105,4
215,unet,sz3,1E-6,10,0.45147195187824984,truck,0.3458704018197965,4
216,unet,sz3,1E-6,10,0.45147195187824984,bus,0.47225326760861636,4
217,unet,sz3,1E-6,10,0.45147195187824984,train,0.3247401944351324,4
218,unet,sz3,1E-6,10,0.45147195187824984,motorcycle,0.20429588959786318,4
219,unet,sz3,1E-6,10,0.45147195187824984,bicycle,0.39346013492683696,4
